Data for EDA
6
X
Y
Z
code
property 1
property 2
87 128 1 0 0.942363 0.0446 
87 128 2 0 1.40716 0.0435 
87 128 3 1 0.925961 0.0394 
87 128 4 0 1.7613 0.0453 
87 128 5 0 7.92287 0.2443 
87 128 6 0 7.81129 0.2646 
87 128 7 0 8.10872 0.2372 
87 128 8 1 7.96998 0.2209 
87 128 9 1 7.75234 0.2381 
87 128 10 1 8.06446 0.2391 
87 128 11 1 0.706919 0.035 
87 128 12 1 0.959059 0.0353 
87 128 13 1 0.651775 0.0472 
87 128 14 1 8.50925 0.27 
87 128 15 0 1.02475 0.0399 
87 128 16 0 8.2833 0.2657 
87 128 17 1 1.21751 0.0427 
87 128 18 1 8.53515 0.2696 
87 128 19 1 7.85746 0.258 
87 128 20 1 7.6724 0.2351 
87 128 21 1 7.41112 0.252 
87 128 22 1 7.4738 0.2411 
87 128 23 1 7.09229 0.2082 
87 128 24 1 7.09549 0.1676 
87 128 25 0 7.48011 0.1741 
87 128 26 0 1.57667 0.0373 
87 128 27 0 2.05695 0.045 
87 128 28 1 1.40386 0.0467 
87 128 29 1 1.47379 0.0475 
87 128 30 1 1.39196 0.0447 
87 128 31 0 1.3 0.0563 
87 128 32 1 1.89094 0.0521 
87 128 33 1 8.29937 0.2336 
87 128 34 1 7.82165 0.2433 
87 128 35 0 8.18537 0.2572 
87 128 36 0 8.21217 0.2667 
87 128 37 0 8.25583 0.281 
87 128 38 0 8.18539 0.2774 
87 128 39 1 8.07528 0.2452 
87 128 40 1 2.3278 0.0747 
87 128 41 0 8.39744 0.2648 
87 128 42 1 8.07758 0.2434 
87 128 43 1 2.3409 0.082 
87 128 44 1 2.89198 0.0741 
87 128 45 1 3.35901 0.0572 
87 128 46 1 2.88882 0.0676 
87 128 47 1 8.11325 0.2364 
87 128 48 1 8.29145 0.2465 
87 128 49 0 8.61135 0.2973 
87 128 50 0 3.35719 0.0834 
87 128 51 0 8.48751 0.2744 
87 128 52 0 8.59566 0.2695 
87 128 53 0 8.51008 0.2638 
87 128 54 0 2.34191 0.0654 
87 128 55 0 2.53902 0.0802 
87 128 56 1 3.35899 0.0762 
87 128 57 1 8.49559 0.2786 
87 128 58 1 8.46159 0.2952 
87 128 59 1 8.41118 0.2665 
87 128 60 1 8.31229 0.2428 
87 128 61 1 7.7348 0.245 
87 128 62 1 8.12366 0.2692 
87 128 63 1 8.37462 0.2645 
87 128 64 0 8.29354 0.2593 
87 128 65 1 2.07636 0.0542 
87 128 66 0 2.09857 0.0565 
87 128 67 1 8.56371 0.279 
87 128 68 0 8.11074 0.237 
87 128 69 0 8.10512 0.2366 
87 128 70 0 8.18532 0.244 
87 128 71 1 8.11217 0.2542 
87 128 72 1 7.9882 0.232 
87 128 73 1 7.80217 0.2171 
87 128 74 1 1.78837 0.052 
87 128 75 1 1.4219 0.0513 
87 128 76 1 1.2007 0.0367 
87 128 77 0 1.24891 0.0309 
87 128 78 0 7.76266 0.2405 
87 128 79 0 0.98783 0.0378 
87 128 80 0 1.77411 0.0483 
97 176 1 1 7.51248 0.2431 
97 176 2 1 7.89517 0.2428 
97 176 3 1 7.89731 0.222 
97 176 4 1 1.12833 0.0544 
97 176 5 1 1.77726 0.0532 
97 176 6 0 2.0476 0.0596 
97 176 7 1 1.62207 0.065 
97 176 8 1 2.47954 0.0663 
97 176 9 0 1.58388 0.0545 
97 176 10 0 1.65081 0.0599 
97 176 11 0 8.39064 0.2749 
97 176 12 0 8.53492 0.261 
97 176 13 0 8.6081 0.3051 
97 176 14 0 8.62871 0.3003 
97 176 15 0 8.63283 0.3317 
97 176 16 0 2.054 0.0733 
97 176 17 1 8.56891 0.3081 
97 176 18 1 8.41107 0.273 
97 176 19 1 8.37927 0.2452 
97 176 20 1 1.11482 0.0591 
97 176 21 1 7.66273 0.2339 
97 176 22 1 7.31762 0.2447 
97 176 23 1 0.766379 0.0591 
97 176 24 1 7.81 0.2264 
97 176 25 1 7.33689 0.2094 
97 176 26 1 7.33037 0.2013 
97 176 27 1 7.13219 0.2129 
97 176 28 0 6.93007 0.1968 
97 176 29 0 7.34559 0.2034 
97 176 30 0 7.48494 0.2017 
97 176 31 0 7.4082 0.185 
97 176 32 0 0.516875 0.0349 
97 176 33 0 7.17313 0.2009 
97 176 34 0 7.42296 0.2153 
97 176 35 1 7.17315 0.1694 
97 176 36 1 7.47484 0.2015 
97 176 37 1 0.0826862 0.0279 
97 176 38 1 0.651279 0.0287 
97 176 39 1 0.396206 0.039 
97 176 40 1 8.29746 0.2622 
97 176 41 1 7.97369 0.2086 
97 176 42 0 7.83137 0.2421 
97 176 43 0 8.12856 0.2247 
97 176 44 0 7.89778 0.2375 
97 176 45 1 8.08005 0.2415 
97 176 46 1 8.12359 0.2797 
97 176 47 1 1.64281 0.0628 
97 176 48 1 0.799308 0.0394 
97 176 49 0 1.20208 0.0478 
97 176 50 1 1.45926 0.052 
97 176 51 1 1.66708 0.0441 
97 176 52 1 1.70959 0.0544 
97 176 53 1 1.20055 0.0519 
97 176 54 1 8.63223 0.2917 
97 176 55 1 8.49566 0.2762 
97 176 56 1 8.50999 0.2969 
97 176 57 1 8.09617 0.2389 
97 176 58 0 8.31761 0.2653 
97 176 59 1 8.11074 0.2565 
97 176 60 1 7.76273 0.2152 
97 176 61 0 7.79308 0.238 
97 176 62 1 7.27836 0.2057 
97 176 63 1 7.64813 0.2167 
97 176 64 1 7.3747 0.2111 
97 176 65 0 1.24243 0.0586 
97 176 66 1 1.83988 0.0683 
97 176 67 1 1.20065 0.0597 
97 176 68 1 1.77443 0.0624 
97 176 69 1 1.65077 0.0525 
97 176 70 1 1.69829 0.0494 
97 176 71 0 1.18984 0.0487 
97 176 72 0 1.46723 0.0522 
97 176 73 0 7.8969 0.2249 
97 176 74 0 7.75234 0.2345 
97 176 75 0 1.24422 0.0491 
97 176 76 0 7.76915 0.2304 
97 176 77 0 7.94896 0.2304 
97 176 78 1 8.51478 0.2694 
97 176 79 1 8.54786 0.2848 
97 176 80 1 8.57637 0.2932 
33 9 1 0 8.38229 0.2933 
33 9 2 0 8.12621 0.245 
33 9 3 0 8.08461 0.2548 
33 9 4 0 8.11164 0.2374 
33 9 5 1 7.98815 0.2217 
33 9 6 1 7.89434 0.2348 
33 9 7 1 8.05884 0.2369 
33 9 8 1 7.9631 0.2352 
33 9 9 1 7.81511 0.2192 
33 9 10 1 7.91159 0.2359 
33 9 11 1 7.76927 0.2432 
33 9 12 1 8.19262 0.2687 
33 9 13 1 8.56559 0.282 
33 9 14 1 8.19483 0.2497 
33 9 15 1 2.5914 0.0495 
33 9 16 1 2.50754 0.059 
33 9 17 1 2.81166 0.0586 
33 9 18 1 8.4113 0.2891 
33 9 19 0 8.397 0.3036 
33 9 20 0 8.32804 0.2485 
33 9 21 0 1.9094 0.0457 
33 9 22 0 7.80802 0.2102 
33 9 23 0 1.16581 0.0526 
33 9 24 0 1.30797 0.0397 
33 9 25 0 0.914041 0.0451 
33 9 26 0 1.63994 0.0405 
33 9 27 0 1.73975 0.0363 
33 9 28 0 8.17118 0.244 
33 9 29 0 8.30904 0.2729 
33 9 30 0 8.18631 0.2453 
33 9 31 0 8.18534 0.2734 
33 9 32 0 8.26476 0.2558 
33 9 33 0 8.3935 0.2707 
33 9 34 0 8.18532 0.2753 
33 9 35 1 7.80804 0.2137 
33 9 36 1 8.12387 0.2203 
33 9 37 1 8.38332 0.2398 
33 9 38 1 7.83966 0.2256 
33 9 39 1 7.97017 0.2211 
33 9 40 1 7.41278 0.1931 
33 9 41 1 7.61456 0.2392 
33 9 42 1 7.78315 0.2239 
33 9 43 1 7.79865 0.2363 
33 9 44 1 7.45519 0.2309 
33 9 45 1 8.11088 0.2491 
33 9 46 1 8.10487 0.2802 
33 9 47 1 2.22112 0.0562 
33 9 48 1 1.45452 0.0428 
33 9 49 1 1.20087 0.0516 
33 9 50 1 1.13277 0.0439 
33 9 51 1 1.64771 0.057 
33 9 52 1 1.56427 0.0551 
33 9 53 1 1.23404 0.0484 
33 9 54 0 1.76837 0.067 
33 9 55 0 2.33521 0.0711 
33 9 56 0 2.32757 0.0648 
33 9 57 0 1.78017 0.0522 
33 9 58 0 3.02836 0.0576 
33 9 59 1 3.09758 0.0652 
33 9 60 0 2.86695 0.0524 
33 9 61 1 2.53892 0.0701 
33 9 62 1 2.1839 0.0527 
33 9 63 1 8.26064 0.2429 
33 9 64 0 8.33414 0.2813 
33 9 65 0 8.38509 0.2824 
33 9 66 0 8.32755 0.2754 
33 9 67 1 8.13273 0.2527 
33 9 68 1 8.55344 0.2881 
33 9 69 1 8.53702 0.3001 
33 9 70 1 8.5585 0.3094 
33 9 71 1 8.29398 0.2746 
33 9 72 1 8.5343 0.2773 
33 9 73 1 7.961 0.2712 
33 9 74 1 7.87323 0.2828 
33 9 75 1 7.98815 0.2365 
33 9 76 1 7.49611 0.225 
33 9 77 1 2.34095 0.0699 
33 9 78 1 2.94063 0.0779 
33 9 79 1 1.95817 0.0515 
33 9 80 1 2.51389 0.0754 
142 67 1 1 1.63527 0.073 
142 67 2 0 8.25145 0.2918 
142 67 3 0 8.18475 0.274 
142 67 4 1 7.77661 0.2153 
142 67 5 1 7.90788 0.222 
142 67 6 1 7.82771 0.2122 
142 67 7 1 7.98834 0.2617 
142 67 8 1 7.93139 0.2489 
142 67 9 1 7.80063 0.2379 
142 67 10 1 7.89609 0.2369 
142 67 11 1 7.71315 0.2745 
142 67 12 1 7.91159 0.2439 
142 67 13 1 7.6628 0.2375 
142 67 14 0 8.12166 0.2318 
142 67 15 0 8.12357 0.2468 
142 67 16 0 8.00128 0.2262 
142 67 17 0 8.19467 0.2628 
142 67 18 0 8.18532 0.2632 
142 67 19 0 8.03561 0.2394 
142 67 20 0 8.07033 0.257 
142 67 21 1 8.38166 0.2653 
142 67 22 1 2.69432 0.0965 
142 67 23 1 3.41757 0.0855 
142 67 24 1 7.90012 0.2745 
142 67 25 1 8.21212 0.2892 
142 67 26 1 8.18539 0.2659 
142 67 27 1 8.08422 0.2744 
142 67 28 1 8.39983 0.2362 
142 67 29 1 7.542 0.2317 
142 67 30 1 8.21977 0.2604 
142 67 31 1 8.12527 0.2557 
142 67 32 1 8.40036 0.2789 
142 67 33 1 8.50202 0.2905 
142 67 34 1 8.53504 0.284 
142 67 35 1 8.38164 0.2621 
142 67 36 1 8.231 0.2871 
142 67 37 0 8.53548 0.2915 
142 67 38 0 8.38512 0.2569 
142 67 39 0 8.2028 0.2619 
142 67 40 0 8.31556 0.2628 
142 67 41 1 3.7889 0.1011 
142 67 42 1 2.4433 0.0847 
142 67 43 1 3.3603 0.0657 
142 67 44 1 2.90315 0.082 
142 67 45 1 7.76885 0.24 
142 67 46 1 7.60104 0.2207 
142 67 47 1 8.31475 0.275 
142 67 48 1 8.26688 0.2521 
142 67 49 1 8.31712 0.2651 
142 67 50 1 8.23897 0.2746 
142 67 51 1 8.60269 0.2957 
142 67 52 1 8.65362 0.2943 
142 67 53 1 8.61715 0.3042 
142 67 54 1 8.53472 0.3031 
142 67 55 1 8.30612 0.2719 
142 67 56 1 8.38507 0.2832 
142 67 57 1 8.52594 0.2956 
142 67 58 0 8.41134 0.2498 
142 67 59 0 8.56486 0.2723 
142 67 60 1 8.53244 0.2697 
142 67 61 1 2.92101 0.0688 
142 67 62 1 3.7796 0.0888 
142 67 63 1 3.42551 0.0755 
142 67 64 1 4.35829 0.0828 
142 67 65 1 4.58037 0.1019 
142 67 66 1 5.68957 0.1397 
142 67 67 1 4.26609 0.1076 
142 67 68 1 8.62792 0.3054 
142 67 69 1 8.63847 0.3212 
142 67 70 1 8.62327 0.322 
142 67 71 1 8.6093 0.2866 
142 67 72 1 8.52141 0.2807 
142 67 73 1 8.41457 0.2624 
142 67 74 1 8.53488 0.2801 
142 67 75 1 8.60667 0.2949 
142 67 76 1 8.33101 0.2725 
142 67 77 1 8.53886 0.2778 
142 67 78 1 5.36758 0.122 
142 67 79 1 5.13767 0.0981 
142 67 80 0 8.39334 0.2623 
27 110 1 1 0.503944 0.0395 
27 110 2 1 0.970927 0.0543 
27 110 3 1 1.166 0.0545 
27 110 4 1 1.24284 0.0539 
27 110 5 1 1.61531 0.0751 
27 110 6 1 7.02687 0.2254 
27 110 7 1 7.82384 0.2532 
27 110 8 1 2.08071 0.0602 
27 110 9 0 1.75586 0.0735 
27 110 10 0 2.07483 0.0665 
27 110 11 0 8.57121 0.2714 
27 110 12 0 8.40275 0.2602 
27 110 13 1 8.15205 0.2357 
27 110 14 1 8.50883 0.2739 
27 110 15 0 8.19757 0.2388 
27 110 16 1 7.79317 0.2224 
27 110 17 1 8.48364 0.2912 
27 110 18 0 8.41675 0.2841 
27 110 19 0 8.1249 0.262 
27 110 20 0 2.32738 0.0726 
27 110 21 0 8.09191 0.2802 
27 110 22 1 8.06453 0.2518 
27 110 23 0 7.98838 0.2347 
27 110 24 0 1.76692 0.0886 
27 110 25 0 7.6566 0.2226 
27 110 26 0 7.6555 0.2416 
27 110 27 0 2.59897 0.0651 
27 110 28 1 2.88866 0.0603 
27 110 29 0 7.97047 0.236 
27 110 30 0 8.39476 0.2592 
27 110 31 0 2.88977 0.0822 
27 110 32 0 3.02576 0.083 
27 110 33 0 2.33321 0.088 
27 110 34 0 2.73379 0.0807 
27 110 35 0 3.57794 0.1012 
27 110 36 0 3.00469 0.0795 
27 110 37 0 3.78923 0.1047 
27 110 38 0 2.3421 0.1151 
27 110 39 0 3.6502 0.1152 
27 110 40 0 3.51193 0.0857 
27 110 41 0 3.74732 0.0986 
27 110 42 0 2.741 0.0965 
27 110 43 0 2.32828 0.1064 
27 110 44 0 2.88905 0.0843 
27 110 45 0 2.5415 0.0922 
27 110 46 0 3.09737 0.0759 
27 110 47 0 2.85507 0.0848 
27 110 48 0 3.36088 0.0731 
27 110 49 0 2.33682 0.0695 
27 110 50 0 3.35901 0.0733 
27 110 51 1 3.18689 0.0647 
27 110 52 1 2.0472 0.0556 
27 110 53 0 8.38024 0.241 
27 110 54 0 2.13218 0.0479 
27 110 55 1 2.32745 0.063 
27 110 56 1 2.50908 0.0644 
27 110 57 0 3.40509 0.0549 
27 110 58 1 1.91279 0.0553 
27 110 59 1 8.20091 0.2426 
27 110 60 1 1.69585 0.0683 
27 110 61 0 2.07501 0.0777 
27 110 62 1 3.26829 0.0753 
27 110 63 1 2.69426 0.0519 
27 110 64 1 8.31337 0.2574 
27 110 65 1 8.41738 0.2679 
27 110 66 1 2.06916 0.0462 
27 110 67 1 8.1733 0.2551 
27 110 68 1 8.18958 0.2166 
27 110 69 1 2.88963 0.0719 
27 110 70 1 3.35864 0.0843 
27 110 71 0 2.94593 0.074 
27 110 72 0 2.10092 0.076 
27 110 73 0 8.12693 0.2409 
27 110 74 1 8.4011 0.2781 
27 110 75 1 8.25709 0.2843 
27 110 76 0 8.37837 0.2815 
27 110 77 0 8.39034 0.2664 
27 110 78 0 8.07383 0.2368 
27 110 79 0 7.76736 0.2554 
27 110 80 0 7.94795 0.2758 
84 178 1 0 1.93093 0.0666 
84 178 2 0 1.84508 0.0526 
84 178 3 1 7.89923 0.2745 
84 178 4 1 7.91159 0.24 
84 178 5 0 7.80811 0.2368 
84 178 6 0 7.72078 0.2594 
84 178 7 1 7.88018 0.2377 
84 178 8 0 1.46985 0.0584 
84 178 9 1 1.47303 0.0636 
84 178 10 1 2.04905 0.043 
84 178 11 1 2.04574 0.0713 
84 178 12 1 1.65814 0.0871 
84 178 13 1 1.758 0.0663 
84 178 14 1 8.6509 0.3219 
84 178 15 0 8.62178 0.3074 
84 178 16 0 1.47893 0.0599 
84 178 17 0 2.07858 0.067 
84 178 18 0 1.47104 0.0549 
84 178 19 0 1.65277 0.0686 
84 178 20 0 8.05368 0.2355 
84 178 21 0 8.0742 0.2265 
84 178 22 0 0.0977055 0.0522 
84 178 23 0 0.430268 0.0461 
84 178 24 0 7.51066 0.2278 
84 178 25 0 0.0824644 0.0351 
84 178 26 0 0.12647 0.0461 
84 178 27 1 7.42119 0.2037 
84 178 28 1 7.06203 0.2007 
84 178 29 1 0.0652136 0.0314 
84 178 30 1 7.4819 0.1977 
84 178 31 1 6.87669 0.1816 
84 178 32 0 7.01938 0.1751 
84 178 33 0 0.0823474 0.023 
84 178 34 0 0.0823079 0.023 
84 178 35 1 0.082025 0.0299 
84 178 36 1 0.07412 0.0312 
84 178 37 1 0.0826052 0.0339 
84 178 38 1 0.0821633 0.023 
84 178 39 0 0.426231 0.023 
84 178 40 0 0.640149 0.023 
